0;500000;0.108
0;1000000;0.106
0;1500000;0.101
0;2000000;0.101
0;2500000;0.104
0;3000000;0.107
0;3500000;0.102
0;4000000;0.1
0;4500000;0.1
0;5000000;0.098
0;5500000;0.099
0;6000000;0.098
0;6500000;0.101
0;7000000;0.1
0;7500000;0.097
0;8000000;0.097
0;8500000;0.1
0;9000000;0.099
0;9500000;0.1
0;10000000;0.099
1;500000;0.1
1;1000000;0.103
1;1500000;0.099
1;2000000;0.099
1;2500000;0.101
1;3000000;0.101
1;3500000;0.1
1;4000000;0.1
1;4500000;0.099
1;5000000;0.102
1;5500000;0.1
1;6000000;0.099
1;6500000;0.101
1;7000000;0.099
1;7500000;0.102
1;8000000;0.099
1;8500000;0.103
1;9000000;0.102
1;9500000;0.103
1;10000000;0.101
2;500000;0.097
2;1000000;0.096
2;1500000;0.101
2;2000000;0.102
2;2500000;0.104
2;3000000;0.1
2;3500000;0.102
2;4000000;0.1
2;4500000;0.1
2;5000000;0.098
2;5500000;0.099
2;6000000;0.1
2;6500000;0.099
2;7000000;0.099
2;7500000;0.1
2;8000000;0.102
2;8500000;0.099
2;9000000;0.102
2;9500000;0.1
2;10000000;0.099
3;500000;0.095
3;1000000;0.098
3;1500000;0.099
3;2000000;0.103
3;2500000;0.098
3;3000000;0.103
3;3500000;0.101
3;4000000;0.099
3;4500000;0.1
3;5000000;0.1
3;5500000;0.102
3;6000000;0.101
3;6500000;0.099
3;7000000;0.101
3;7500000;0.101
3;8000000;0.106
3;8500000;0.1
3;9000000;0.1
3;9500000;0.1
3;10000000;0.101
4;500000;0.101
4;1000000;0.106
4;1500000;0.102
4;2000000;0.102
4;2500000;0.104
4;3000000;0.117
4;3500000;0.101
4;4000000;0.102
4;4500000;0.103
4;5000000;0.098
4;5500000;0.099
4;6000000;0.124
4;6500000;0.107
4;7000000;0.102
4;7500000;0.1
4;8000000;0.102
4;8500000;0.099
4;9000000;0.099
4;9500000;0.098
4;10000000;0.1
